Id,Text,Target
2.90E+17,As I look over the last couples years of my life I'm doing great for myself,0
2.90E+17,RT : I hate telling people how I feel,1
2.90E+17,I have the worst head ache ever,1
2.90E+17,my lifes so boring its funny,1
2.90E+17,God I fucking hate myself,1
2.90E+17,My life is one big cluster fuck,1
2.90E+17,!! “: I am single I do what I want tf,0
2.90E+17,I feel so good,0
2.90E+17,I feel good,0
2.90E+17,I swear  is the most peaceful sleeper,0
2.90E+17,"Whats lifes,  fuck life, yo I'm tellin you what. I'm a 19 year old rebellious fuck. Living each day like the next I might not wake-up",1
2.90E+17,RT : I'm getting great at fun run,0
2.90E+17,RT @paigep4: My life is so awkward,1
2.90E+17,I love myself that's why I'm always smiling,0
2.90E+17,I get suspicious over little shit . Lol,1
2.90E+17,My Life Feels Like A Fucking Mess,1
2.90E+17,My life is just so awesome 😥,0
2.90E+17,I feel so bad :',1
2.90E+17,I FEEL GOOD,0
2.90E+17,I'm happy,0
2.90E+17,I think I've always just been depressed . http://t.co/AL0doBCi,1
2.90E+17,I hate how I always do this,1
2.90E+17,I am getting outta this shit mood,1
2.90E+17,Really fuck my life,1
2.90E+17,I hate myself,1
2.90E+17,nothing good ever happens to me. something always ruins it,1
2.90E+17,Den I'm full as shit,1
2.90E+17,RT : I hate how impatient I am,1
2.90E+17,Fuck my life,1
2.90E+17,I love my life,0
2.90E+17,Yay! All of my  dreams have come true,0
2.90E+17,I will never be happy,1
2.90E+17,"Yeah, the weather is Great. My life isn't",1
2.90E+17,RT @girlsposts: I am happy because I prefer to be,0
2.90E+17,I have such pretty friends ~sigh,0
2.90E+17,RT @AlyaBoshi: I am happy because I prefer to be,0
2.90E+17,I am happy because I prefer to be,0
2.90E+17,I HATE LIFE,1
2.90E+17,RT : I'm Truly Blessed,0
2.90E+17,RT : I actually have no life haha,1
2.90E+17,RT @girlsposts: I am happy because I prefer to be,0
2.90E+17,I am good how are you,0
2.90E+17,Heyy! I'm good how are you,0
2.90E+17,My life is currently boring,1
2.90E+17,I am easily satisfied ... with the very best,0
2.90E+17,"RT @xxBoyBelieberxx: I miss how happy I am, when I was a little kid",1
2.90E+17,RT @Stephxc21: Happy with my life. Might not be perfect but it couldn't be any better,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,RT @EssienGle: I can actually say my life is perfect right now I'm young n healthy with a good family behind me,0
2.90E+17,I really do want peace & to be happy again,1
2.90E+17,“: I am so lonely I hate myself”. Stuk verdriet,1
2.90E+17,I'm sad,1
2.90E+17,RT : I have everything I need,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,gosh I'm a good friend,0
2.90E+17,RT : God stays with me so I know I'm blessed,0
2.90E+17,I'm good,0
2.90E+17,": I get mad over pety shit	0
289824862938202112	RT @perfect_in_God: I'm blessed more than I realize	1
289824887860768768	aww an I have the best girlfriend ever	1
289824946794934272	- i'm happy	1
289824984656908288	I'm hard to love	0
289825068517830656	I'm in such a good mood	1
289825143964971008	God why is my life so boring	0
289825257207001088	I have no life	0
289825269710209024	I'm so happy	1
289825278086225921	I have no life	0
289825357769605120	I love you too babe	1
289825483682611200	My social life is shit	0
289825500505976832	@Henry_Stephens hate my life	0
289825534127525888	Truthfully, I want this shit to last a life time",1
2.90E+17,idk i'm listening to pop and dancing and singing and i'm in a good mood,0
2.90E+17,I am happy because I prefer to be,0
2.90E+17,RT : I'm such a happy person on fridays,0
2.90E+17,RT : &amp; I'm already happy where I am💎,0
2.90E+17,My life is so fucked up eurgh,1
2.90E+17,#NAME?,0
2.90E+17,Mi love my life mi love my fambily,0
2.90E+17,"Why do I want to die everyday ?! I can't anymore, I just want to be fucking happy",1
2.90E+17,I need more,1
2.90E+17,RT : I hate myself okay,1
2.90E+17,I'm home - so proud of myself,0
2.90E+17,I'm rich in blessings,0
2.90E+17,I'm stressed out,1
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,I'm good bro what I been on,0
2.90E+17,RT : I hate myself so much,1
2.90E+17,I am easily satisfied ... with the very best,0
2.90E+17,RT : I am single I do what I want tf,0
2.90E+17,I just hate life,1
2.90E+17,My life is a joke,1
2.90E+17,I currently hate my life,1
2.90E+17,I'm fine,0
2.90E+17,RT @girlsposts: I am happy because I prefer to be,0
2.90E+17,RT : I love teaching myself new things,0
2.90E+17,I'm disappointed man,1
2.90E+17,I have the worst headache,1
2.90E+17,i love my life...so ready to be in love. real talk,0
2.90E+17,RT : I'm Breathing ✔ I'm Alive ✔ I'm Blessed ✔ AMEN,0
2.90E+17,RT : God has Truly Blessed Me,0
2.90E+17,I'm laughing so hard I love myself,0
2.90E+17,RT : I love my life,0
2.90E+17,My life currently and I'm loving it ____ http://t.co/KcExKCyC,0
2.90E+17,my life sucks,1
2.90E+17,RT @BankyBucks: I'm Unhappy,1
2.90E+17,i just want to like die right now,1
2.90E+17,My life is complete!!!,0
2.90E+17,I hate how much I love you boyy,1
2.90E+17,I feel good,0
2.90E+17,The grind and I have always been good friends,0
2.90E+17,I ain't got no worries#blessed,0
2.90E+17,I am so blessed,0
2.90E+17,I'm depressed as fuck. FML,1
2.90E+17,I lead a very boring life,1
2.90E+17,I have the worst headache ever,1
2.90E+17,Seriously fuck my life,1
2.90E+17,When did my life get this boring,1
2.90E+17,Be happy I am,0
2.90E+17,RT @AvaColo: I wish i was a whole different person,1
2.90E+17,"I just want to be happy, please",1
2.90E+17,I'm a depressive fuck up,1
2.90E+17,I fucking hate my life why does everyone fucking hate me WTF did I do,1
2.90E+17,I hate myself,1
2.90E+17,I've just been enjoying myself,0
2.90E+17,Damn I love Life Water,0
2.90E+17,My whole life is falling apart,1
2.90E+17,When am I ever going to be truly happy,1
2.90E+17,"RT @BieberLighters: I dont even care about myself anymore tbh. God, someone shoot me in the head. Life sucks",1
2.90E+17,I still got what I wanted,0
2.90E+17,"i am such a fuck up, smh",1
2.90E+17,RT : I have the best boyfriend.,0
2.90E+17,"Seriously though, my life is incomplete without you two",1
2.90E+17,OMG MY LIFE HAS BEEN MADE 😍😍,0
2.90E+17,RT @FaiiChocoxx: Aw I love my life 😍 #ArabicTea #TeamArab x http://t.co/1l6Dpbcf,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,RT : Love my life,0
2.90E+17,I'm so happy,0
2.90E+17,RT : I Love My Life And Ima Live It To The Fullest,0
2.90E+17,I'm in such a good mood,0
2.90E+17,I'm in love,0
2.90E+17,RT @alexx_nikole: Very happy & content with my life,0
2.90E+17,I am a good girl,0
2.90E+17,"Switched to lights, I'm hating life.",1
2.90E+17,"I should be listening to the voice in my head screaming ""I hate my life",1
2.90E+17,I get every thing I want,0
2.90E+17,I just want to be alone in my miserable life. I don't gaf how u wanna make fun of me. I'm fully aware of my existence,1
2.90E+17,I am blessed,0
2.90E+17,I love my life,0
2.90E+17,RT @bfournia: My life is awkward,1
2.90E+17,Cryin cuz I hate ma life,1
2.90E+17,I feel like I'm on top of the world with your love,0
2.90E+17,I have a tiny little bit of insecurities but i still love my life,0
2.90E+17,RT @solveigjonas: i want to die .. everything sucks,1
2.90E+17,fuck my life,1
2.90E+17,I have the best friends ever,0
2.90E+17,"RT @rmwhiston5: How come I never get laid, nice guys always lose, I hate my life #theoryofadeadman",1
2.90E+17,I'm so happy,0
2.90E+17,I swear nothing ever goes right for me,1
2.90E+17,everything is doing so well in my life idek if it's my life anymore,0
2.90E+17,yess!! I have everything planned out,0
2.90E+17,i'm so happy,0
2.90E+17,I feel good,0
2.90E+17,I hate my life,1
2.90E+17,RT @world_dubstep: Damn my life is boring,1
2.90E+17,I'm in love with my crazy beautiful life 😊,0
2.90E+17,I have a good reason,0
2.90E+17,anytime! I have no life lol,1
2.90E+17,Yes I'm a good boy haha,0
2.90E+17,I'm a good person,0
2.90E+17,I'm single because I don't feel like having another disappointment in my life,1
2.90E+17,RT : i have ahh boring life,1
2.90E+17,Man my life sucks,1
2.90E+17,wow I hate my life,1
2.90E+17,I'm always good,0
2.90E+17,He's truly blessing me and my family,0
2.90E+17,I'm in love,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,RT : I'm always stressed,1
2.90E+17,I'm in love,0
2.90E+17,I am easily satisfied ... with the very best,0
2.90E+17,"My heart and head are with friends that are like family..... Lots of love, prayers, positive thoughts are sent their way...",0
2.90E+17,Fuck. :) My. :) Life,1
2.90E+17,RT @SmoothieSipper: I'm so happy with.... Life,0
2.90E+17,"I wish I could block people from my life, including everyone and everything involving my life",1
2.90E+17,My friends think I handle stress well...I mask it with alcohol and daily thoughs of suicide,1
2.90E+17,RT @MoOkeyZFaiTH: God just keeps on blessing me,0
2.90E+17,dude subway is life I love it there,0
2.90E+17,RT : I have some cute friends,0
2.90E+17,I'm usually always a happy person. Always.,0
2.90E+17,I obviously have a life,1
2.90E+17,RT : I seriously need a better social life,1
2.90E+17,I'm such a bad person.,1
2.90E+17,I'm a proud starlight,0
2.90E+17,I genuinely hate myself fuck fuck fuck argh,1
2.90E+17,@Sheerihoees MY LIFE IS A LIE WTF,1
2.90E+17,i hate how i have anxiety,1
2.90E+17,"RT @Libras_R_Us: As a #Libra, I get revenge by living a great life",0
2.90E+17,Food life is my shit,1
2.90E+17,it's good for me here,0
2.90E+17,I dont understand the shit i put myself through,1
2.90E+17,I'm happy,0
2.90E+17,I'm good :) how are you,0
2.90E+17,I really should tweet more but I live such a boring life,1
2.90E+17,I HAVE NONE,1
2.90E+17,I have the best Friends ❤😍,0
2.90E+17,"RT @Chuchee_: I don't think I'll ever be happy, with anyone or anything. Nothing is good enough",1
2.90E+17,My life's complete,0
2.90E+17,I'm happy,0
2.90E+17,I'm just too good at Fifa wee man ;),0
2.90E+17,but i'm with someone who i feel is perfect for me so i'm good.,0
2.90E+17,wow I want a better life,1
2.90E+17,I am easily satisfied ... with the very best,0
2.90E+17,all i want to do is end my life,1
2.90E+17,RT : I am who I am and I love myself for that,0
2.90E+17,I'm fine,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,i am so  for my life,0
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,RT : So thankful for the things & people I have in my life.,0
2.90E+17,I'm so happy,0
2.90E+17,My life is GREAT,0
2.90E+17,I may not be perfect but at least I'm happy with my life,0
2.90E+17,I will never be happy again,1
2.90E+17,"@Ny_NDublet_Soph @tulisadapsfazer in a minute i might kill myself, or maybe tomorrow, hate my life, always goes fucking badly",1
2.90E+17,I am a terrible person siGH,1
2.90E+17,i hate that about myself,1
2.90E+17,The dreams i've been having,0
2.90E+17,I'm so lucky I have the best best friend  ❤❤❤❤❤❤❤❤,0
2.90E+17,I actually have no social life anymore,1
2.90E+17,I have good friends<3,0
2.90E+17,I love my life,0
2.90E+17,Sick of my fucking life,1
2.90E+17,"my life is so boring, omg",1
2.90E+17,I still had a good day,0
2.90E+17,"Well to be honest fuck everything, don't want any of use in my life this year",1
2.90E+17,My social life is so shit,1
2.90E+17,My life is briliant,0
2.90E+17,my life is boring as fuck,1
2.90E+17,RT :   I'm so sad,1
2.90E+17,I have no social life,1
2.90E+17,My life is a comedy of errors,1
2.90E+17,But I have got great friends...God bless y'all,0
2.90E+17,I'm sad,1
2.90E+17,"I hope everyone's happy , my life is miserable",1
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,Who said their isn't a God. I'm tripled blessed,0
2.90E+17,I love life,0
2.90E+17,God is doing some great things in my life and I'm super grateful <3,0
2.90E+17,I am one depressed teenager,1
2.90E+17,I grateful for what I have in life...,0
2.90E+17,i feel like a bad person,1
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,.i make shit happen,1
2.90E+17,RT @LauraaaMichele: Feelin great about everything in my life,0
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,I'm a ridiculously happy girl tbh,0
2.90E+17,RT : I swear I love my life,0
2.90E+17,RT : I hate my life so much,1
2.90E+17,He probably knows I'm a bad boy -,1
2.90E+17,i had such a good childhood,0
2.90E+17,I’m on top of the world,0
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,Fuck my life,1
2.90E+17,My life my life makes you run away _,1
2.90E+17,I love spoiling myself,0
2.90E+17,I'm a very #LuckyGirl #Blessed,0
2.90E+17,Movies make my life look boring..,1
2.90E+17,I do what I want,0
2.90E+17,Each day I learn and each day I better myself.,0
2.90E+17,I hate myself,1
2.90E+17,I THINK I LOVE MYSELF. yeah lol,0
2.90E+17,I have everything that I need 🚗❤👯👭💑👪👬,0
2.90E+17,I have no life,1
2.90E+17,i hate my life =( damn much,1
2.90E+17,Words don't describe how happy I am rn,0
2.90E+17,I don't feel so good: ( hang over,1
2.90E+17,I am so super sad..,1
2.90E+17,RT @TrillAssBlasian: I'm just so fuckin' depressed,1
2.90E+17,RT @TrillAssBlasian: I'm just so fuckin' depressed,1
2.90E+17,RT @Glaia_girll: I am seriously to the point when I hate almost every aspect of my life,1
2.90E+17,RT : I love the people in my life,0
2.90E+17,My Life / live laugh love,0
2.90E+17,"RT @GrindHard_KT: Sometimes I wish life had a rewind button, ill go back & change a lot of shit",1
2.90E+17,its time i be happy in life,0
2.90E+17,my life is so boring atm its unreal,1
2.90E+17,love my life,0
2.90E+17,RT @ActualDoctor: #ThoughtsInTheHallway i want to die,1
2.90E+17,I love life,0
2.90E+17,RT : I love my life,0
2.90E+17,RT : I hate myself,1
2.90E+17,:(:( hate my life hate myzels,1
2.90E+17,I couldn't stand being one of those people sad all the time. I'm always happy.,0
2.90E+17,I only wish have a different live,1
2.90E+17,RT @TrillAssBlasian: I'm just so fuckin' depressed,1
2.90E+17,"RT @LaurenJauregui: No, I'm not lucky. I'm blessed. #yes",0
2.90E+17,RT @TrillAssBlasian: I'm just so fuckin' depressed,1
2.90E+17,RT : I have the worst memory ever omg,1
2.90E+17,RT @sadangelcake: I wish i could try and be happy but i just cant,1
2.90E+17,I have the worst head ache,1
2.90E+17,Im depressed,1
2.90E+17,RT : my life is so useless,1
2.90E+17,God keeps blessing me,0
2.90E+17,My Life Has Been Fucked Up Since I Was 3 yrs old,1
2.90E+17,RT : I have the worst headache ever,1
2.90E+17,I am blessed,0
2.90E+17,@MizEriPooh I am NOT spoiled im just BLESSED,0
2.90E+17,I do what I want,0
2.90E+17,I'm good how are u,0
2.90E+17,I'm blessed,0
2.90E+17,I have some remarkable friends,0
2.90E+17,I'm a gay lord :) and proud,0
2.90E+17,@Meganthunder812 everything about me is perfect,0
2.90E+17,I hate my life and I also hate you,1
2.90E+17,"I'm cold, pissed off, sad, & annoyed",1
2.90E+17,I love where im from! #954,0
2.90E+17,#ThankGod for blessing me,0
2.90E+17,I'm a good girl! --3yr old,0
2.90E+17,RT @mrsessex123: I am in such a good happy mood #lovemybestfriend #suchagoodnight,0
2.90E+17,Love Actually is on. my life is happy,0
2.90E+17,RT : Oh god I'm such a fuck up,1
2.90E+17,God bless me plis (˘ʃƪ˘,0
2.90E+17,i have the best boyfriend evaa ❤💋,0
2.90E+17,I HATE MY FUCK LIFE I HATE ITTTTTTT :'(:'(:':'(:'(:'(:',1
2.90E+17,RT : I have the best times with my best friends,0
2.90E+17,my life is actually so boring,1
2.90E+17,I have a bad feeling man,1
2.90E+17,My life is like a fart,1
2.90E+17,RT : I have some really good REAL FRIENDS!!!,0
2.90E+17,just had an EDP.. I swear I love my life,0
2.90E+17,"All you want to do these days is scream out ""why am I wasting my time being sad, fuck the world, I'm gonna be happy"" and move on with life",1
2.90E+17,- I'm good what I look like lol,0
2.90E+17,RT @TrillAssBlasian: I'm just so fuckin' depressed,1
2.90E+17,"no I'm not lucky I'm blessed,yes",0
2.90E+17,I use naps to fast forward through my shitty life,1
2.90E+17,@WitThat_Nita my life good i can't complain. Wbu,0
2.90E+17,Lmao RT : “: I'm so stressed moe...” Growing up,1
2.90E+17,RT @Freddy_E: Fuck... my... life,1
2.90E+17,“@Roycelr I have some really good REAL FRIENDS!!! #Blessed”,0
2.90E+17,i have no life,1
2.90E+17,I hate myself for getting jealous,1
2.90E+17,RT @fuckyouhannahh: literally all I want is to be happy. that's it,1
2.90E+17,RT :  I'm about that fun run life lol,0
2.90E+17,Im so lame i love myself,0
2.90E+17,“: I just want one good guy,0
2.90E+17,I'm good,0
2.90E+17,"bad things happen to good people, fuck my life",1
2.90E+17,"I'm no one's wife, but I love my life! #Chicago #AllThatJazz",0
2.90E+17,RT : I have some really good REAL FRIENDS!!!,0
2.90E+17,RT : My life is all bad smh why me,1
2.90E+17,@Ciara_Mannion IN FAIRNESS IT DID AND NOW I AM REALLY #HAPPY :D,0
2.90E+17,"Being happy is the best. I'm happy, therefore I am the best",0
2.90E+17,I'm blessed you,0
2.90E+17,My life is a great song,0
2.90E+17,I am sad :c,1
2.90E+17,My lifes boring man,1
2.90E+17,I hate my life,1
2.90E+17,Never been so happy in my life! #LoveMyLife,0
2.90E+17,"Bismllah , god bless me",0
2.90E+17,Loving this life im living me and my babe,0
2.90E+17,RT : God stays with me so I know I'm blessed,0
2.90E+17,As long as I got the ppl that I love in my life ion need a damn thing else or nobody,0
2.90E+17,I'm happy,0
2.90E+17,i have none,1
2.90E+17,My life is a joke,1
2.90E+17,RT @jclarkeee: holy fudge I hate life :) #lol,1
2.90E+17,RT : I'm happy with life and who is and isn't apart of my life,0
2.90E+17,I hate my life fr fr,1
2.90E+17,"Idk why, but I am constantly happy, I'm not complaining, just confused :o",0
2.90E+17,nah I'm good,0
2.90E+17,RT : I love my life 🙏,0
2.90E+17,RT : I'm so happy,0
2.90E+17,Why does life hate me?seriously,1
2.90E+17,FUCK MY LIFE DUDE OMFG,1
2.90E+17,I Need more,1
2.90E+17,I'm good,0
2.90E+17,I'm a noob and I'm proud,0
2.90E+17,I have the worst cough,1
2.90E+17,RT @BeaLove24: Everyday is a wonderful day because I wake up and live my life... knowing that I have the best family and friends with me,0
2.90E+17,My life is so depressing. Can't wait to get back normal & happy again,1
2.90E+17,But I'm a good kid,0
2.90E+17,i hate how much i love you,1
2.90E+17,I hate being by myself,1
2.90E+17,I know. I'm a terrible person,1
2.90E+17,I have never felt so sick in my life though,1
2.90E+17,RT : I only have a few female friends but I'm fine with that because they all keep it 100 & I'm blessed to have friends,0
2.90E+17,@LaceyKerr @amandaorenchuk hey there no need to point out how much my life sucks here... :( #itsuckalot,1
2.90E+17,I love where my life stands at this point. Wouldn't change it for nothin,0
2.90E+17,All I want is to be happy,1
2.90E+17,I'm having such a good time,0
2.90E+17,"I am a new person in the spirit, can't praise God enough for my happy life",0
2.90E+17,I feel good,0
2.90E+17,are you happy with your life? — i am pretty happy with it yeah :) http://t.co/eRBjJAwV,0
2.90E+17,RT : i hate being sad all the time & i hate pretending like i'm okay,1
2.90E+17,My dreams are coming true!,0
2.90E+17,RT @MLB_MiLLiONS: That man keeps blessing me! Thank you!!! #Jesus,0
2.90E+17,Thank God for blessing me much more than I deserve,0
2.90E+17,I am the worst daughter ever,1
2.90E+17,I have the worst attitude,1
2.90E+17,RT : God stays with me so I know I'm blessed,0
2.90E+17,I'm awesome,0
2.90E+17,I do what I want,0
2.90E+17,Fucking shit my life,1
2.90E+17,I am great full for the ten wonderful people who make life worth living,0
2.90E+17,Cause I have no life,1
2.90E+17,I'm such a fuck up,1
2.90E+17,I LOVE THE LIFE I'M LIVIN I'M,0
2.90E+17,"I love life , life is fab",0
2.90E+17,I Love Myself Just The Way I Am!!!,0
2.90E+17,I need more dearing people in my life,1
2.90E+17,Fuck my life,1
2.90E+17,i'm so stressed,1
2.90E+17,I've got the best friends ever,0
2.90E+17,RT @JeannetteLauren: i just want you to be happy,1
2.90E+17,"RT @GrindHard_KT: Sometimes I wish life had a rewind button, ill go back & change a lot of shit",1
2.90E+17,I'm living my life wrong,1
2.90E+17,I get jealous of stupid things,1
2.90E+17,I hate my life because of my mom,1
2.90E+17,"RT @WereJustTeenss: Dear God, for everything that happened in my life, good or bad, thank you, it makes me who I am today, I'm thankful",0
2.90E+17,"im just enjoying my young life, dont trip",0
2.90E+17,RT : I basically hate life,1
2.90E+17,lol oh Vivian I'm a good boy tho,0
2.90E+17,Wish I Could live my life over alot of shit I would change,1
2.90E+17,RT : My life is a joke,1
2.90E+17,Real talk dawg.. I really like being myself,0
2.90E+17,My life is boring,1
2.90E+17,I fucking hate life,1
2.90E+17,"RT @_glamCHICKA1: I am extremely blessed, && extremely satisfied with the beautiful child my parents created",0
2.90E+17,Love my life#happy #single,0
2.90E+17,"I'm fine	1
289853455454048256	RT : I'm LIVING life that's why I love it dude	1
289853459816124416	I'm inlove with a bad person	0
289853505974444034	I'm so happy	1
289853572978446337	I'm so happy	1
289853581442551809	i feel good	1
289853631522566146	I hate my life I really do	0
289853698929205248	I need more of a life	0
289853749122453505	RT : “: I take good care of myself 💅💆👑👌	1
289853828818411520	I want to die. <3	0
289853866462281728	I feel good	1
289853937903861760	i hate... my life	0
289853961387778048	I Love  &  for life !!!	1
289854056942407680	My dreams are coming true.	1
289854067814051840	@AlishaBath I just said I am a happy chappy so I am cheery	1
289854143416385536	Life's been good to me so far	1
289854185430712320	RT : I can never be happy	0
289854449533460480	I'm fine	1
289854621474779137	Fuck it's true . I want to die right now	0
289854684481601536	I have the best friends in the world	1
289854797492936705	In a failure. I really am	0
289854826962116608	If its not one thing it's another. I'm too stressed and disappointed all the time. I try to be happy and I'm just miserable	0
289854948601122818	I'm so sad	0
289854969719422976	RT : I really like whatchu done to me	1
289855196174102528	I've made such good friendships in IB	1
289855238037446656	😝😝“:   na I'M feeling blessed	1
289855280001470466	Wish everything was different! I'd change so much if I could	0
289855355578638338	RT : I have the worst headache ever	0
289855418438660096	RT : I love myself	1
289855459765129218	RT :  fuck my life	0
289855519005503488	I wouldn't say I'm wild I just like enjoying myself	1
289855531705827329	Life is Good!	1
289855544175501312	I Have No Life	0
289855644855586817	I have the best friends	1
289855666032627712	I hate living by myself	0
289855787587731456	I'm blessed in a lot of ways	1
289855997286178816	I can honestly say that I am happy __	1
289856030836396032	I'm in love	1
289856114655383552	I'm good how are you	1
289856143969382400	my life sucks	0
289856282452701184	RT : I typically get what I want	1
289856315960987648	my life really couldn't get more boring wow	0
289856458386964480	i know what i want	1
289856617976057856	my life is a torpedo of failure	0
289856626507251712	RT : God stays with me so I know I'm blessed	1
289856639119552512	I'm such a fuck up	0
289856646929326080	Fuck my life	0
289856693582585856	I'm talken rich shit	0
289856731247435776	I've fucked up everything good in my life, why do I try anymore""",1
2.90E+17,God has blessed me. Been blessing me,0
2.90E+17,My life sucks ass,1
2.90E+17,RT : I have such a boring life rn,1
2.90E+17,I know I'm nothing perfect,1
2.90E+17,I'm the worst,1
2.90E+17,Why am I in the game aisle of target like I have no life,1
2.90E+17,Love my life,0
2.90E+17,"So, I'm a terrible non shy person..",1
2.90E+17,I'm blessed ily sarah,0
2.90E+17,I have the worst friends. Really though,1
2.90E+17,I'm a cunt with no life,1
2.90E+17,RT @Hannah_Novak: Fuck depression. I just want to be happy again,1
2.90E+17,Fuck.My.Life,1
2.90E+17,Actually I happen to really like myself.,0
2.90E+17,RT : I'm happy with the direction my life is heading is,0
2.90E+17,i really do hate my life,1
2.90E+17,My life is made,0
2.90E+17,"Yes, My life is that sad",1
2.90E+17,I have great friends,0
2.90E+17,RT :  I love you 2,0
2.90E+17,#Yeiiiii i am so happy !!  @vianelybelt ____,0
2.90E+17,I'm having too much fun,0
2.90E+17,My whole life is a fucking nightmare,1
2.90E+17,I hate how much I miss you,1
2.90E+17,God keeps on blessing me so I have nothin to pout about #ExtremelyBlessed,0
2.90E+17,My life is just really  unfortunate,1
2.90E+17,haha my life is so sad haha,1
2.90E+17,My life is like going down the drain,1
2.90E+17,I am blessed,0
2.90E+17,RT @VoiceOf_Harlem: If I could change my life alot of stuff would be different,1
2.90E+17,RT : I get jealous of stupid things,1
2.90E+17,RT : all my plans get ruined,1
2.90E+17,Tired of everything never going my way and always being sad and alone,1
2.90E+17,I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good.I'm good,0
2.90E+17,": I'm proud of myself	1
289859720985075712	RT : i have come to the conclusion that i have no life	0
289859877130629120	RT : I hate walking by myself at night	0
289859944059117568	i love you girl	1
289860342547374080	RT @hayjeeves: Why am I so depressed ffs	0
289860388663721985	RT : I love life	1
289860455646756865	i have the best background lmao	1
289860464123473921	I'm sad	0
289860644629540864	. I'm Getting Shit Done	0
289860699134504960	My Life is shit	0
289860753543016448	I have the best siblings	1
289860862708170753	I've come to a conclusion.. My life is fucking shit	0
289860862775271424	My life just keeps getting worse	0
289860891950845952	RT : Someone please tell me why I'm such a fuck up	0
289860984183607298	I'm #Blessed. Enough said	1
289861013656985600	I'm so blessed	1
289861080690348032	people say I'm lucky, i say I'm blessed""",0
2.90E+17,oh man i love my life الحمدلله,0
2.90E+17,I've such a boring life :/,1
2.90E+17,Life is so sweet and I don't wanna die (8,0
2.90E+17,I LOVE MY LIFE,0
2.90E+17,I suck at life,1
2.90E+17,It's because I'm a good person,0
2.90E+17,I have no life,1
2.90E+17,"I am not sad , I lost all reasons to be happy",1
2.90E+17,Yeah my life is sweet like cinnamon,0
2.90E+17,"nah, I'm good",0
2.90E+17,I'm a horrible person,1
2.90E+17,Love my job mane. It's awesome when you find your passion in life and make it your career = happy,0
2.90E+17,I have the best girlfriend ever,0
2.90E+17,I'm stressed,1
2.90E+17,I can make a bitch proud,0
2.90E+17,RT @graceruiz__: I've come to a conclusion.. My life is fucking shit,1
2.90E+17,RT : I have a shit social life,1
2.90E+17,RT : My life isn't perfect but I'm thankful for everything I have,0
2.90E+17,RT : I'm good at EVERYTHING I do!!,0
2.90E+17,The fuck am I doing with my life,1
2.90E+17,i hate my life,1
2.90E+17,RT : I needed this change,1
2.90E+17,Life is way too perfect anymore and I hope it never stops being this amazing #sohappy,0
2.90E+17,RT @_jamiedaniellee: “@lil_runner101: I have no life,1
2.90E+17,I love my life,0
2.90E+17,I love myself,0
2.90E+17,My life.... I love this shit,0
2.90E+17,I'm thinkin to myself should I even take a chance should I do what's on my mind or should I stay down with my man,1
2.90E+17,I feel good,0
2.90E+17,ugh i hate life,1
2.90E+17,Gettin paid and gettin laid...wait scratch the second one...actually neither are true my life sucks. #womp #isit7yet,1
2.90E+17,I feel good,0
2.90E+17,I'M IN SUCH A HAPPY MOOD,0
2.90E+17,RT : I have no social life,1
2.90E+17,I hate i put myself in this situation,1
2.90E+17,"I am so happy with myself.. I actually like myself now, yaaaay",0
2.90E+17,I have the worst memory,1
2.90E+17,I have such great friends,0
2.90E+17,"BITCH, I do what I want",0
2.90E+17,I love my life,0
2.90E+17,Very happy with my life,0
2.90E+17,RT : I hate how much i love you boy,1
2.90E+17,"I'm just the happiest guy ever!!! Happy, happy, happy",0
2.90E+17,I've never been so happy in my life,0
2.90E+17,I love the way i am . :'>,0
2.90E+17,yeah I'm fine,0
2.90E+17,RT : i feel really bad for whoever this girl actually is,1
2.90E+17,@GrandersaurGirl I'm happy. You know I am...are you? Please say you are,0
2.90E+17,"I'm a single, miserable, piece of shit",1
2.90E+17,I have such a good feeling about this,0
2.90E+17,Uggh fuck my life,1
2.90E+17,I hate life at times,1
2.90E+17,I have the best girlfriend ever,0
2.90E+17,I'm fine.,0
2.90E+17,RT @Eddieezee: I am 100% in love with my life. No worries no nothing. Content and happy,0
2.90E+17,I want change,1
2.90E+17,RT : fuck my life,1
2.90E+17,awwwwww I'm a proud leanatic,0
2.90E+17,Fuck my life i hate everyone....fuck all of you,1
2.90E+17,I am SO happy to announce that I am engaged to the love of my life!!,0
2.90E+17,I have a boring life;),1
2.90E+17,RT : Fuck my life,1
